Brand_ID,Classification,Price,quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,free_chlorides
Wi02-2003,Red,19.99,6,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,0.026014568
Wi02-2004,Red,11.99,5,8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,0.047054173
Wi02-2005,Red,9.99,4,6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,0.065410352
Wi02-2006,Red,19.99,6,7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,0.029522561
Wi02-2007,Red,17.99,6,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,0.028825006
Wi02-2008,Red,13.99,5,6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,0.04032193
Wi02-2009,Red,10.99,5,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,0.036006323
Wi02-2010,Red,9.99,5,6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,0.03329959
Wi02-2011,Red,15.99,6,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,0.032348222
Wi02-2012,Red,8.99,5,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,0.044696932
Wi02-2013,Red,17.99,6,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,0.024490536
Wi02-2014,Red,12.99,5,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,0.035332693
Wi02-2015,Red,12.99,5,6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,0.041649313
Wi02-2016,Red,14.99,5,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,0.038446751
Wi02-2017,Red,13.99,6,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,0.031105263
Wi02-2018,Red,9.99,5,8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,0.034040931
Wi02-2019,Red,13.99,6,5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,0.024644564
Wi02-2020,Red,15.99,6,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,0.029829287
Wi02-2021,Red,18.99,6,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,0.0316612
Wi02-2022,Red,6.99,4,6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,0.065077051
Wi02-2023,Red,25.99,7,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,0.019560859
Wi02-2024,Red,9.99,5,9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,0.03329959
Wi02-2025,Red,13.99,5,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,0.036281179
Wi02-2026,Red,11.99,5,5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,0.044886527
Wi02-2027,Red,10.99,5,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,0.043766741
Wi02-2028,Red,24.99,7,8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,0.022545068
Wi02-2029,Red,13.99,6,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,0.025195263
Wi02-2030,Red,24.99,7,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,0.020349979
Wi02-2031,Red,11.99,5,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,0.039840479
Wi02-2032,Red,8.99,5,7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,0.042688341
Wi02-2033,Red,18.99,6,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,0.025115468
Wi02-2034,Red,18.99,6,8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,0.03143705
Wi02-2035,Red,15.99,6,6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,0.031548827
Wi02-2036,Red,14.99,6,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,0.0316612
Wi02-2037,Red,20.99,7,10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,0.022210327
Wi02-2038,Red,15.99,6,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,0.023741634
Wi02-2039,Red,13.99,6,7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,0.027230446
Wi02-2040,Red,25.99,8,10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,0.016023073
Wi02-2041,Red,16.99,6,6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,0.030245747
Wi02-2042,Red,14.99,5,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,0.04585284
Wi02-2043,Red,7.99,4,8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,0.054335719
Wi02-2044,Red,19.99,6,6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,0.026962826
Wi02-2045,Red,15.99,6,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,0.024262187
Wi02-2046,Red,12.99,5,6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,0.04507733
Wi02-2047,Red,14.99,5,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,0.03442092
Wi02-2048,Red,18.99,6,6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,0.027140798
Wi02-2049,Red,13.99,6,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,0.030886981
Wi02-2050,Red,22.99,7,10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,0.020702862
Wi02-2051,Red,18.99,6,7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,0.027870602
Wi02-2052,Red,31.99,8,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,0.015586011
Wi02-2053,Red,16.99,6,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,0.028341779
Wi02-2054,Red,13.99,6,11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,0.028246593
Wi02-2055,Red,14.99,6,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,0.030670989
Wi02-2056,Red,13.99,5,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,0.0336672
Wi02-2057,Red,13.99,5,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,0.038597967
Wi02-2058,Red,11.99,5,6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,0.035200237
Wi02-2059,Red,13.99,6,6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,0.027320538
Wi02-2060,Red,19.99,6,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,0.027411078
Wi02-2061,Red,9.99,5,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,0.03968191
Wi02-2062,Red,14.99,6,10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,0.025195263
Wi02-2063,Red,19.99,7,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,0.021562831
Wi02-2064,Red,25.99,7,8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,0.018868494
Wi02-2065,Red,11.99,5,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,0.035465898
Wi02-2066,Red,14.99,5,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,0.041479835
Wi02-2067,Red,17.99,6,10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,0.028533601
Wi02-2068,Red,9.99,5,15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,0.04585284
Wi02-2069,Red,13.99,6,7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,0.032116751
Wi02-2070,Red,19.99,6,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,0.026612094
Wi02-2071,Red,10.99,5,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,0.04
Wi02-2072,Red,23.99,7,11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,0.021499643
Wi02-2073,Red,17.99,6,12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,0.02480005
Wi02-2074,Red,18.99,7,10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,0.018561278
Wi02-2075,Red,10.99,5,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,0.04507733
Wi02-2076,Red,13.99,5,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,0.04
Wi02-2077,Red,8.99,5,9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,0.033057851
Wi02-2078,Red,9.99,5,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,0.044135301
Wi02-2079,Red,16.99,6,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,0.030140818
Wi02-2080,Red,14.99,5,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,0.03379109
Wi02-2081,Red,9.99,4,10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,0.067115896
Wi02-2082,Red,19.99,6,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,0.031215273
Wi02-2083,Red,11.99,5,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,0.049163967
Wi02-2084,Red,13.99,5,7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,0.049163967
Wi02-2085,Red,14.99,5,7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,0.035465898
Wi02-2086,Red,14.99,6,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,0.02480005
Wi02-2087,Red,14.99,5,13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,0.038750078
Wi02-2088,Red,12.99,5,7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,0.037998396
Wi02-2089,Red,21.99,7,9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,0.021882987
Wi02-2090,Red,11.99,5,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,0.035465898
Wi02-2091,Red,11.99,5,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,0.035068524
Wi02-2092,Red,25.99,7,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,0.020702862
Wi02-2093,Red,25.99,7,11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,0.023096608
Wi02-2094,Red,19.99,6,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,0.024262187
Wi02-2095,Red,24.99,7,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,0.021882987
Wi02-2096,Red,14.99,6,11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,0.026268161
Wi02-2097,Red,21.99,7,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,0.017777778
Wi02-2098,Red,21.99,7,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,0.019670751
Wi02-2099,Red,13.99,6,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,0.024878345
Wi02-2100,Red,9.99,5,7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,0.03968191
Wi02-2101,Red,8.99,5,7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,0.048091721
Wi02-2102,Red,14.99,5,8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,0.03442092
Wi02-2103,Red,9.99,5,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,0.03968191
Wi02-2104,Red,10.99,5,8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,0.049163967
Wi02-2105,Red,14.99,5,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,0.034677791
Wi02-2106,Red,8.99,5,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,0.038903089
Wi02-2107,Red,14.99,5,7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,0.039367599
Wi02-2108,Red,16.99,6,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,0.030140818
Wi02-2109,Red,19.99,6,10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,0.02618322
Wi02-2110,Red,18.99,7,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,0.021882987
Wi02-2111,Red,8.99,5,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,0.046049844
Wi02-2112,Red,14.99,5,7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,0.047465125
Wi02-2113,Red,13.99,6,7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,0.025036052
Wi02-2114,Red,15.99,6,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,0.032582205
Wi02-2115,Red,14.99,5,9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,0.034166892
Wi02-2116,Red,22.99,7,8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,0.018713941
Wi02-2117,Red,19.99,6,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,0.032937968
Wi02-2118,Red,13.99,6,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,0.023962657
Wi02-2119,Red,16.99,6,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,0.033057851
Wi02-2120,Red,9.99,5,9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,0.048730806
Wi02-2121,Red,12.99,5,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,0.048946668
Wi02-2122,Red,14.99,5,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,0.043584189
Wi02-2123,Red,13.99,6,5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,0.025355998
Wi02-2124,Red,10.99,5,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,0.039211842
Wi02-2125,Red,8.99,5,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,0.038597967
Wi02-2126,Red,18.99,7,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,0.019726045
Wi02-2127,Red,26.99,7,9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,0.020762568
Wi02-2128,Red,13.99,6,6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,0.031215273
Wi02-2129,Red,12.99,5,7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,0.037412688
Wi02-2130,Red,10.99,5,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,0.047881484
Wi02-2131,Red,15.99,6,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,0.028437448
Wi02-2132,Red,14.99,5,8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,0.040160481
Wi02-2133,Red,10.99,5,7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,0.041143967
Wi02-2134,Red,14.99,5,8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,0.034807307
Wi02-2135,Red,14.99,6,10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,0.028533601
Wi02-2136,Red,17.99,6,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,0.030778701
Wi02-2137,Red,17.99,6,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,0.03143705
Wi02-2138,Red,14.99,5,9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,0.04
Wi02-2139,Red,24.99,7,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,0.021690045
Wi02-2140,Red,19.99,6,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,0.027051593
Wi02-2141,Red,14.99,5,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,0.037412688
Wi02-2142,Red,14.99,6,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,0.024414063
Wi02-2143,Red,12.99,5,7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,0.043584189
Wi02-2144,Red,17.99,6,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,0.027963893
Wi02-2145,Red,17.99,6,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,0.026353517
Wi02-2146,Red,12.99,5,7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,0.037703836
Wi02-2147,Red,9.99,5,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,0.034040931
Wi02-2148,Red,12.99,5,10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,0.049163967
Wi02-2149,Red,15.99,6,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,0.031325867
Wi02-2150,Red,11.99,5,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,0.039524286
Wi02-2151,Red,24.99,7,12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,0.019183401
Wi02-2152,Red,13.99,5,8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,0.035068524
Wi02-2153,Red,11.99,5,9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,0.038903089
Wi02-2154,Red,13.99,6,10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,0.025847541
Wi02-2155,Red,18.99,6,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,0.028151885
Wi02-2156,Red,12.99,5,7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,0.03968191
Wi02-2157,Red,13.99,6,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,0.030778701
Wi02-2158,Red,10.99,5,8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,0.044696932
Wi02-2159,Red,14.99,5,6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,0.040160481
Wi02-2160,Red,18.99,6,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,0.028151885
Wi02-2161,Red,9.99,5,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,0.046850696
Wi02-2162,Red,9.99,5,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,0.041649313
Wi02-2163,Red,18.99,7,8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,0.018972596
Wi02-2164,Red,13.99,5,11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,0.033915665
Wi02-2165,Red,8.99,5,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,0.048516369
Wi02-2166,Red,19.99,6,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,0.025930853
Wi02-2167,Red,6.99,4,7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,0.079349335
Wi02-2168,Red,8.99,5,7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,0.041479835
Wi02-2169,Red,13.99,5,11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,0.034040931
Wi02-2170,Red,20.99,7,11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,0.019560859
Wi02-2171,Red,14.99,5,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,0.03329959
Wi02-2172,Red,15.99,6,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,0.027051593
Wi02-2173,Red,15.99,6,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,0.026439289
Wi02-2174,Red,14.99,6,11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,0.031325867
Wi02-2175,Red,17.99,6,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,0.028727377
Wi02-2176,Red,17.99,6,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,0.030457255
Wi02-2177,Red,17.99,6,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,0.032582205
Wi02-2178,Red,13.99,5,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,0.039367599
Wi02-2179,Red,14.99,6,8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,0.029320698
Wi02-2180,Red,18.99,6,8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,0.029726516
Wi02-2181,Red,8.99,5,6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,0.040160481
Wi02-2182,Red,13.99,6,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,0.029320698
Wi02-2183,Red,10.99,5,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,0.036281179
Wi02-2184,Red,13.99,6,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,0.023668639
Wi02-2185,Red,21.99,7,8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,0.019949567
Wi02-2186,Red,10.99,5,6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,0.048946668
Wi02-2187,Red,12.99,5,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,0.037850687
Wi02-2188,Red,18.99,6,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,0.026268161
Wi02-2189,Red,21.99,7,10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,0.019451885
Wi02-2190,Red,13.99,5,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,0.043766741
Wi02-2191,Red,18.99,6,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,0.029932592
Wi02-2192,Red,6.99,4,5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,0.073842155
Wi02-2193,Red,17.99,6,9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,0.032937968
Wi02-2194,Red,20.99,7,8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,0.021187832
Wi02-2195,Red,14.99,5,5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9,0.040812162
Wi02-2196,Red,13.99,5,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,0.03379109
Wi02-2197,Red,9.99,5,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,0.036419789
Wi02-2198,Red,15.99,6,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,0.024644564
Wi02-2199,Red,13.99,5,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,0.047672623
Wi02-2200,Red,9.99,5,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,0.042865287
Wi02-2201,Red,14.99,5,8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,0.038903089
Wi02-2202,Red,14.99,5,5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,0.037412688
Wi02-2203,Red,9.99,5,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,0.038146973
Wi02-2204,Red,10.99,5,8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5,0.034040931
Wi02-2205,Red,21.99,7,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,0.01831096
Wi02-2206,Red,23.99,7,8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,0.019781572
Wi02-2207,Red,13.99,6,6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,0.024262187
Wi02-2208,Red,21.99,7,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,0.022477517
Wi02-2209,Red,19.99,6,10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,0.0256
Wi02-2210,Red,11.99,5,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,0.037850687
Wi02-2211,Red,10.99,5,7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,0.049382716
Wi02-2212,Red,22.99,7,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,0.02338
Wi02-2213,Red,8.99,4,6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,0.064092293
Wi02-2214,Red,24.99,7,7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,0.019397739
Wi02-2215,Red,15.99,6,6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,0.030457255
Wi02-2216,Red,9.99,5,7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,0.042688341
Wi02-2217,Red,16.99,6,6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,0.030457255
Wi02-2218,Red,8.99,5,9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,0.045462605
Wi02-2219,Red,17.99,6,9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,0.025436943
Wi02-2220,Red,14.99,6,10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,0.02942137
Wi02-2221,Red,18.99,6,6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,0.027230446
Wi02-2222,Red,13.99,6,11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,0.027051593
